15,0.405115722
23,0.666527846
30,0.413739836
36,0.5939430760000001
39,0.0
42,0.83449262
44,0.510119314
45,0.482137585
48,0.785892288
50,0.561692411
51,0.43483809
52,0.405115722
55,0.767727748
57,0.38293509
59,0.22655531399999998
60,0.415983118
62,0.0
63,0.685940227
66,0.6712360270000001
68,0.62616576
73,0.82448213
74,0.6244254929999999
75,0.635536649
87,0.7251212840000001
89,0.665172241
91,0.304169503
94,0.57010593
103,0.242741879
106,0.511254835
107,0.460484845
108,0.488289876
114,0.0
115,0.345802234
117,0.617365618
122,0.37479683700000005
124,0.26586104899999996
131,0.480610618
138,0.82517354
141,0.73738531
143,0.47212112
152,0.444401715
156,0.608500079
161,0.659304669
163,0.626612803
168,0.304169503
171,0.519448582
175,0.0
177,0.405652196
178,0.445454526
187,0.543052864
198,0.26396982
199,0.44713579600000003
201,0.714046553
203,0.413739836
207,0.36037058299999997
208,0.566988444
213,0.519403046
215,0.676548906
217,0.460541281
222,0.0
228,0.0
231,0.688521844
234,0.0
237,0.6964694370000001
242,0.545230294
244,0.784194616
250,0.0
258,0.873702495
262,0.547324832
264,0.36037058299999997
266,0.345802234
275,0.615372256
280,0.0
282,0.27428170399999996
283,0.31276992
284,0.419674279
286,0.531612769
302,0.352232225
317,0.425124658
328,0.0
329,0.473346541
335,0.392008772
340,0.41912589299999997
347,0.888813538
351,0.6846130859999999
393,0.528782481
396,0.0
397,0.25551980399999996
406,0.0
407,0.573019828
409,0.639248489
413,0.299877488
427,0.660344383
429,0.578658188
432,0.716321271
435,0.6224351370000001
442,0.784712266
444,0.37598430200000005
451,0.40003965700000005
454,0.37598430200000005
457,0.492299861
462,0.23979456
471,0.45744716700000004
474,0.499445835
477,0.511424326
479,0.392008772
484,0.405052003
486,0.569275651
507,0.701124286
508,0.33470654899999996
510,0.408110884
512,0.6741647470000001
523,0.260338243
528,0.301681757
531,0.288481643
534,0.675696807
537,0.437909889
539,0.9977583959999999
541,0.45076224200000004
543,0.0
545,0.345802234
546,0.824432869
547,0.0
551,0.0
553,0.7421853190000001
554,0.6040881779999999
559,0.850282902
560,0.801014142
567,0.535106025
572,0.0
573,0.19858671600000002
581,0.419674279
583,0.5033812360000001
585,0.549342332
587,0.21204540600000002
589,0.638297906
592,0.392008772
595,0.33888672
597,0.32311212100000003
598,0.546635489
600,0.7714717529999999
603,0.0
610,0.215080319
611,0.0
613,0.26586104899999996
620,0.542965638
623,0.38293509
625,0.33470654899999996
627,0.550647153
628,0.489038209
631,0.47212112
632,0.704963317
635,0.687470641
637,0.631600818
648,0.5976407979999999
650,0.0
656,0.27829312
657,0.553778846
660,0.775023551
662,0.32773668300000003
664,0.454727444
666,0.678235925
668,0.36037058299999997
669,0.239936824
675,0.591758451
683,0.761878078
684,0.7477548159999999
696,0.558997327
698,0.554384121
702,0.288481643
706,0.0
710,0.428702263
717,0.255103036
718,0.32647823800000003
723,0.36037058299999997
724,0.270775999
725,0.680334935
740,0.33470654899999996
743,0.6684662579999999
748,0.474054831
751,0.6910425459999999
753,0.304169503
755,0.355285536
756,0.49448951799999996
760,0.0
773,0.253834736
779,0.367273416
784,0.629071836
786,0.0
790,0.304169503
804,0.345802234
805,0.433005077
812,0.557313136
820,0.589637891
822,0.663124801
831,0.7087462109999999
846,0.394394856
849,0.651392592
851,0.0
853,0.270775999
854,0.0
856,0.62646424
858,0.589946219
860,0.7022897770000001
866,0.6934784709999999
870,0.36037058299999997
872,0.43483809
873,0.444401715
877,0.37598430200000005
881,0.0
884,0.5317220979999999
888,0.0
891,0.464923994
893,0.6504058079999999
894,0.580900874
899,0.260784128
904,0.85259138
905,0.577469083
908,0.266955186
910,0.656941717
913,0.413752422
922,0.726267401
937,0.40003965700000005
938,0.26586104899999996
946,0.0
952,0.474054831
963,0.7197471409999999
964,0.345802234
967,0.44329131200000005
970,0.615699367
973,0.0
